0.2334347201	0.2545313499	0.4044328423
0.8334835060	0.8871163809	1.0838133933
3.0168024749	3.1848629534	3.5649823511
7.0003334465	7.3834598746	8.1098828460
9.1675151496	9.6790755142	10.5798007721
13.0299631986	13.7472211931	14.9701315037
41.6240335753	43.8336826640	47.4356077067
68.1490553747	71.8355278676	77.6426582501
100.3560091326	105.7930386106	114.3185869677
139.1499188598	146.7697222013	158.6259381951
187.0145578072	197.1511148808	213.1133891384
242.8442645529	255.8480912000	276.3525841889
278.3948856274	293.4083142892	317.0671391513
303.0437279106	319.2664498928	345.3893616834
0.5182151303	0.3941418488	0.4067982985
1.5422481369	0.8956736938	0.4119294237
3.4051601354	1.8129002018	0.4211992440
4.4166372515	2.3087504990	0.4271263182
6.2193470095	3.1926969065	0.4354216190
19.6373533386	9.7774366676	0.5100763233
32.1842002436	15.9439020600	0.5773716060
47.5507065958	23.4974134603	0.6590715981
66.1808963981	32.6344757223	0.7537758782
89.1761631454	43.9303612128	0.8746475774
116.2044259484	57.1985490210	1.0098099616
133.7954389423	65.8474109289	1.0888806152
146.0575972430	71.8592899298	1.1469144683
0.4190462658	0.6692777483	0.4269167973
1.0959784720	2.1732017902	0.5079603862
2.3327855531	4.9149650662	0.6555785181
3.0037788057	6.4057045348	0.7361799624
4.1984332587	9.0591176433	0.8797541154
13.0010213271	28.6578581742	1.9339600833
21.3359709074	47.1595774907	2.9264687497
31.5248864441	69.7259007813	4.1391917358
43.9445942462	97.1700409254	5.6348994355
59.3217250281	131.1447916664	7.4712501183
77.2268254124	170.7153596433	9.5839364295
88.7922912949	196.2431676791	10.9887480064
96.9477295924	214.1716960699	11.9357171963
0.3560999492	0.3242648372	1.0614191463
0.8030468468	0.5785214996	3.4483090806
1.6244710700	1.0484155674	7.8198081969
2.0665136420	1.2971967628	10.1819752125
2.8558695672	1.7490104650	14.3877098063
8.7082998064	5.0792882420	45.5850193207
14.1956873139	8.2079366126	74.8431251052
20.8991221067	12.0253412623	110.5083331122
29.0805115504	16.6851244312	154.0747353511
39.1224529153	22.4220054652	207.4878775005
50.8586034465	29.1290518117	269.9910961276
58.4003945056	33.4325867440	310.0708822127
63.7351192583	36.4974145247	338.4005623798
3.4304120946	3.6201911942	4.0494788249
14.9792414540	15.8013892261	17.1867406943
36.4528337797	38.4024847443	41.5395185847
68.1731775676	71.8914220707	77.5835203111
108.9900490127	114.9202665897	124.0880041442
162.1279919387	171.0881783597	184.6898901434
227.1427167461	239.3768574162	258.2219349174
2.4176589618	1.3795037335	3.9419467848
10.2754116286	5.4274289341	16.6413934181
24.9136468059	12.9629155224	40.2729357914
46.6426326620	24.1631439168	75.2476039473
74.7695117316	38.6697167840	120.6877554149
111.2930372720	57.5285798282	179.8133882630
156.1172160848	80.7297163937	252.2114639514
209.1144007103	108.2111747761	337.1966457413
1.9006956970	2.8676070584	4.0521337691
7.9184530355	12.3043350823	17.1641200122
19.0315447371	29.7625466394	41.4539442504
35.6345921619	55.7839882298	77.5458752133
57.1864439871	89.4153733483	124.1816098679
85.2798707901	133.2631145855	184.8573809328
119.5464477564	186.6741916627	258.7020701540
160.2377397036	249.9509051731	345.9135212487
2.7521280004	3.2232768472	0.5330926626
11.8100928873	13.8918666232	0.9935896433
28.6361338487	33.6628386713	1.8532949514
53.6153712001	63.1428989772	3.1196319617
86.0615397107	101.4354501135	4.7833085710
128.3458812087	151.4539552835	6.9215783900
180.3873366763	212.6327515334	9.5560005180
241.3787925599	284.7478839970	12.6432426226
